name,qid,human,transformer,gpt3,chat_user_collo,chat_user_natural
Rndcg                 ,111_7,0.2528,0.0749,0,0.5658,0.5658
Rndcg                 ,111_8,0.0673,0.5052,0.4754,0.307,0.31
Rndcg                 ,111_9,0.204,0.0449,0.4923,0.2691,0.1945
Rndcg                 ,112_1,0.4654,0.5522,0.6414,0.6421,0.6421
Rndcg                 ,112_2,0.6454,0.035,0.3382,0.3843,0.4816
Rndcg                 ,112_3,0.4769,0.3813,0.206,0.2513,0.3359
Rndcg                 ,112_4,0.3146,0.3608,0.5477,0.3993,0.5169
Rndcg                 ,112_5,0.43,0.3288,0.5108,0.2846,0.2846
Rndcg                 ,112_6,0.311,0.1871,0.2124,0.1448,0.2058
Rndcg                 ,112_7,0.3949,0.0095,0.175,0.459,0.2368
Rndcg                 ,112_9,0.0039,0.0963,0.4056,0.0385,0.1901
Rndcg                 ,113_1,0.2738,0.2894,0.388,0.3921,0.3921
Rndcg                 ,113_2,0.4044,0.2545,0.2445,0.2286,0.2013
Rndcg                 ,113_3,0.4531,0.0406,0.5028,0.3472,0.2129
Rndcg                 ,113_4,0.0887,0.0035,0.0208,0,0.0033
Rndcg                 ,113_5,0.3312,0.0402,0.0303,0.0656,0.0342
Rndcg                 ,113_6,0.4329,0.3009,0.4775,0,0.3272
Rndcg                 ,113_7,0.4393,0,0.0723,0.0701,0.0635
Rndcg                 ,113_8,0.238,0.1169,0.1268,0.0531,0.0452
Rndcg                 ,115_1,0.1768,0.5235,0.5779,0.5779,0.5779
Rndcg                 ,115_10,0.1812,0.0332,0.0525,0.018,0.1637
Rndcg                 ,115_11,0.0736,0.8182,0.8128,0.8128,0.8128
Rndcg                 ,115_2,0.6888,0.1254,0.5126,0.3086,0.4162
Rndcg                 ,115_3,0.3176,0.2566,0.2045,0.2836,0.2619
Rndcg                 ,115_4,0.7993,0.0061,0.4539,0.0154,0.6777
Rndcg                 ,115_5,0.6936,0.0048,0.3226,0.2846,0.3033
Rndcg                 ,115_6,0.3304,0.064,0.2459,0.2007,0.2435
Rndcg                 ,115_7,0.6102,0.2993,0.3249,0.1054,0.3329
Rndcg                 ,115_8,0.5634,0,0.6269,0.4597,0.6137
Rndcg                 ,115_9,0.763,0.6187,0.4745,0.0234,0.1085
Rndcg                 ,116_1,0.5865,0.5444,0.6001,0.6063,0.6063
Rndcg                 ,116_2,0.8316,0.4558,0.3765,0.4617,0.4126
Rndcg                 ,116_3,0.6162,0.1026,0.0595,0.07,0.0596
Rndcg                 ,116_4,0.2299,0.0228,0.3486,0.3879,0.4144
Rndcg                 ,116_5,0.1797,0.0369,0.0901,0.0125,0.0373
Rndcg                 ,116_6,0.7583,0.317,0.3612,0.3738,0.2908
Rndcg                 ,116_7,0.1201,0.1024,0.1519,0.0905,0.095
Rndcg                 ,116_8,0.1003,0.1237,0.0955,0.1414,0.146
Rndcg                 ,117_1,0,0.7279,0.3774,0.3774,0.3774
Rndcg                 ,117_10,0.0499,0.0437,0.2462,0.0135,0.0399
Rndcg                 ,117_2,0.0129,0.0693,0.2189,0,0.0163
Rndcg                 ,117_3,0.0141,0.0078,0.3426,0.2318,0.6886
Rndcg                 ,117_4,0.005,0,0.3634,0.4163,0.3862
Rndcg                 ,117_5,0,0.4868,0.5102,0.509,0.5236
Rndcg                 ,117_6,0,0.5615,0.5959,0.559,0.6714
Rndcg                 ,117_8,0.0092,0.7059,0.887,0.0592,0.7081
Rndcg                 ,117_9,0.0075,0.143,0.2718,0.2421,0.2944
Rndcg                 ,118_1,0.4113,0.4867,0.5029,0.5109,0.5109
Rndcg                 ,118_2,0.5189,0.769,0.713,0.5421,0.6301
Rndcg                 ,118_3,0.4007,0.6493,0.5186,0.5965,0.5898
Rndcg                 ,118_4,0.4218,0.032,0.5652,0.5839,0.3598
Rndcg                 ,118_5,0.2294,0.0298,0.3644,0.412,0.3958
Rndcg                 ,118_6,0.4736,0.0044,0.5394,0.4264,0.5144
Rndcg                 ,118_7,0.5526,0.5208,0.5078,0.4897,0.5322
Rndcg                 ,118_8,0.6417,0.5323,0.2692,0.466,0.5274
Rndcg                 ,119_1,0.3651,0.6,0.57,0.57,0.57
Rndcg                 ,119_2,0.6237,0.0612,0.6998,0.6891,0.6638
Rndcg                 ,119_3,0.6218,0.5052,0.494,0,0.0034
Rndcg                 ,119_4,0.3968,0.0086,0.0186,0.0193,0.0224
Rndcg                 ,119_5,0.0301,0.4016,0.2335,0.0042,0.0286
Rndcg                 ,119_6,0.16,0.6947,0.4732,0.3975,0.5663
Rndcg                 ,119_7,0.0341,0.4855,0.4962,0.4878,0.6439
Rndcg                 ,119_8,0.0841,0.3134,0.1241,0.0038,0.2007
Rndcg                 ,121_1,0.4387,0.6107,0.4926,0.496,0.496
Rndcg                 ,121_2,0.5582,0.442,0.4471,0.433,0.4342
Rndcg                 ,121_3,0.4089,0.4122,0.2896,0.2414,0.2458
Rndcg                 ,121_4,0.4724,0.6508,0.6496,0.6677,0.6525
Rndcg                 ,121_5,0,0.647,0.8284,0.1086,0.0985
Rndcg                 ,121_6,0.0951,0.1684,0.7782,0.1053,0.165
Rndcg                 ,121_7,0.0358,0.7384,0.7882,0.6605,0.6338
Rndcg                 ,121_8,0.5395,0,0.2854,0.2549,0.4863
Rndcg                 ,124_1,0.2152,0.5349,0.3172,0.319,0.319
Rndcg                 ,124_10,0.5553,0.3641,0.4303,0.2508,0.3191
Rndcg                 ,124_11,0.3805,0.4486,0.488,0.5314,0.3088
Rndcg                 ,124_2,0.5492,0.5241,0.5148,0.2181,0.3759
Rndcg                 ,124_3,0.4805,0.4455,0.3435,0.1999,0.2721
Rndcg                 ,124_4,0.2856,0.2913,0.078,0.108,0.1626
Rndcg                 ,124_5,0.2513,0.0902,0.1721,0.3628,0.573
Rndcg                 ,124_6,0.6516,0.3867,0.4583,0.3602,0.3832
Rndcg                 ,124_7,0.3788,0.3562,0.4913,0.3304,0.3677
Rndcg                 ,124_8,0.523,0.3474,0.4151,0.4135,0.3463
Rndcg                 ,124_9,0.6258,0.2848,0.432,0.4036,0.5681
Rndcg                 ,125_1,0.5393,0.7668,0.7517,0.7517,0.7517
Rndcg                 ,125_2,0.1949,0.6737,0.7027,0.7635,0.6662
Rndcg                 ,125_3,0.5815,0.6771,0.6717,0.6428,0.7125
Rndcg                 ,125_4,0.032,0.153,0.3105,0.1884,0.2837
Rndcg                 ,125_5,0.6347,0.2804,0.6701,0.0867,0.6727
Rndcg                 ,125_6,0.0469,0.0671,0.167,0.2494,0.2861
Rndcg                 ,127_1,0.354,0.5442,0.4775,0.4822,0.4822
Rndcg                 ,127_2,0.3055,0.288,0.1319,0.3242,0.213
Rndcg                 ,127_3,0.5466,0.1621,0.7155,0.65,0.7139
Rndcg                 ,127_4,0.8332,0.016,0.6952,0.6745,0.8054
Rndcg                 ,127_5,0.0155,0.3636,0.5599,0.0493,0.6042
Rndcg                 ,127_6,0.7329,0.7191,0.8113,0.6159,0.7907
Rndcg                 ,127_7,0.5202,0.555,0.7205,0.6574,0.6949
Rndcg                 ,127_8,0.1912,0.3772,0.6128,0.5478,0.6198
Rndcg                 ,127_9,0.2631,0.0451,0.0425,0.5629,0.4271
Rndcg                 ,128_1,0.4273,0.3203,0.3092,0.3116,0.3116
Rndcg                 ,128_2,0.5902,0.0126,0.5989,0.2605,0.3147
Rndcg                 ,128_3,0.4287,0.1745,0.4853,0.3394,0.4207
Rndcg                 ,129_1,0.1988,0.2925,0.2858,0.2858,0.2858
Rndcg                 ,129_2,0.4349,0.4952,0.5379,0.2417,0.3717
Rndcg                 ,129_3,0.1024,0.1531,0.2534,0.3911,0.4341
Rndcg                 ,129_4,0.6138,0.749,0.6894,0.2337,0.1833
Rndcg                 ,129_5,0.6837,0.6083,0.5081,0.6299,0.5992
Rndcg                 ,129_6,0.2632,0.0322,0.0231,0.037,0.0599
Rndcg                 ,129_7,0.6038,0.5216,0.5354,0.025,0.5113
Rndcg                 ,129_8,0.2598,0,0.2856,0.2768,0.2873
Rndcg                 ,131_1,0.1806,0.5079,0.4513,0.4523,0.4523
Rndcg                 ,131_10,0.6444,0.3414,0.1299,0.2246,0.467
Rndcg                 ,131_2,0.4928,0.1696,0.3212,0.0264,0.2837
Rndcg                 ,131_3,0.2393,0.218,0.2992,0.6837,0.6933
Rndcg                 ,131_4,0.5735,0.7498,0.7062,0.6152,0.7381
Rndcg                 ,131_5,0.6566,0.3016,0.0696,0.0103,0.3311
Rndcg                 ,131_6,0.6173,0.5881,0.6657,0.4479,0.6035
Rndcg                 ,131_7,0.4041,0.1692,0.1132,0.1437,0.2047
Rndcg                 ,131_8,0.5021,0.2655,0.1158,0.3409,0.3891
Rndcg                 ,131_9,0.1443,0.0686,0.0931,0.0685,0.0561
Rndcg                 ,all,0.3799,0.3169,0.3933,0.3355,0.3996
Rprec                 ,106_1,0.1,0.1,0.225,0.225,0.225
Rprec                 ,106_10,0.0769,0.2308,0.0769,0.2308,0.1538
Rprec                 ,106_2,0.2264,0.0566,0.1698,0.0189,0.1321
Rprec                 ,106_3,0.2222,0.1667,0.2222,0,0.1667
Rprec                 ,106_4,0.25,0.25,0.25,0.25,0.25
Rprec                 ,106_5,0.0476,0.0476,0.2381,0,0.2857
Rprec                 ,106_6,0.125,0.125,0.375,0.375,0.25
Rprec                 ,106_7,0.1667,0.5,0.2917,0.25,0.4167
Rprec                 ,106_8,0.0833,0,0.1667,0,0.1667
Rprec                 ,107_1,0.3077,0.3846,0.3846,0.3846,0.3846
Rprec                 ,107_2,0.4884,0.5116,0.4419,0.5349,0.3721
Rprec                 ,107_3,0.4615,0.2821,0.3333,0.3846,0.4359
Rprec                 ,107_4,0.325,0,0,0.025,0.2
Rprec                 ,107_5,0.2381,0.1905,0.2381,0.1905,0.2857
Rprec                 ,107_6,0.4478,0.3433,0.3284,0.3134,0.3881
Rprec                 ,107_7,0.4737,0.4386,0.4211,0.4386,0.4386
Rprec                 ,107_8,0.5,0.55,0.45,0.45,0.45
Rprec                 ,108_1,0.2708,0.4375,0.4792,0.4792,0.4792
Rprec                 ,108_2,0.1887,0.3962,0.3774,0.3585,0.3585
Rprec                 ,108_3,0.0417,0.2083,0.2917,0.2292,0.375
Rprec                 ,108_4,0.1143,0.1143,0.2429,0.2286,0.1571
Rprec                 ,108_5,0.4483,0.431,0.4828,0.2241,0.4138
Rprec                 ,108_6,0.0408,0.0204,0.0612,0.0816,0.0612
Rprec                 ,108_7,0.2692,0.1923,0.5,0.3462,0.3846
Rprec                 ,108_8,0.3529,0.3235,0.3529,0.3824,0.4118
Rprec                 ,110_1,0.2778,0.3333,0.3056,0.3056,0.3056
Rprec                 ,110_2,0.42,0.1,0.44,0.42,0.4
Rprec                 ,110_3,0.3485,0.2273,0.4545,0,0.3939
Rprec                 ,110_4,0.4884,0.093,0.3953,0.4186,0.4419
Rprec                 ,110_5,0.5,0.5625,0.0625,0.125,0.4375
Rprec                 ,110_6,0,0,0.3333,0.3333,0.3333
Rprec                 ,110_7,0.2941,0,0.2941,0.1176,0.3529
Rprec                 ,110_8,0.4783,0.1304,0.0435,0.1739,0.2609
Rprec                 ,110_9,0.3871,0.129,0.129,0.1935,0.0968
Rprec                 ,111_1,0.4,0.3167,0.2667,0.2667,0.2667
Rprec                 ,111_2,0.6129,0.2258,0.1935,0,0.0645
Rprec                 ,111_3,0.25,0,0.5,0.0312,0
Rprec                 ,111_4,0.3333,0,0.2,0.2333,0.2
Rprec                 ,111_5,0.0667,0,0.0667,0,0
Rprec                 ,111_6,0.6,0.7,0.6,0.6,0.7
Rprec                 ,111_7,0.2,0,0,0.4,0.4
Rprec                 ,111_8,0.0571,0.4571,0.4286,0.2286,0.2286
Rprec                 ,111_9,0.1754,0.0351,0.3684,0.2456,0.193
Rprec                 ,112_1,0.3191,0.5532,0.5745,0.5745,0.5745
Rprec                 ,112_2,0.7692,0,0.3846,0.4615,0.6923
Rprec                 ,112_3,0.3667,0.4333,0.2333,0.3,0.3333
Rprec                 ,112_4,0.1569,0.2745,0.4706,0.3137,0.5098
Rprec                 ,112_5,0.2368,0.2895,0.3421,0.3158,0.3158
Rprec                 ,112_6,0.1667,0.2778,0.3333,0.1944,0.3056
Rprec                 ,112_7,0.2,0.04,0.12,0.4,0.2
Rprec                 ,112_9,0,0.125,0.25,0,0.25
Rprec                 ,113_1,0.2,0.2444,0.2444,0.2444,0.2444
Rprec                 ,113_2,0.4483,0.2414,0.3793,0.3103,0.2759
Rprec                 ,113_3,0.3143,0.0286,0.3429,0.2857,0.2286
Rprec                 ,113_4,0.069,0,0,0,0
Rprec                 ,113_5,0.25,0,0,0.0625,0
Rprec                 ,113_6,0.2727,0.2727,0.3182,0,0.25
Rprec                 ,113_7,0.3111,0,0.0889,0.0889,0.0444
Rprec                 ,113_8,0.2581,0.0645,0.0968,0,0
Rprec                 ,115_1,0.3409,0.2955,0.2727,0.2727,0.2727
Rprec                 ,115_10,0.0833,0,0.0833,0,0.0833
Rprec                 ,115_11,0,0.25,0.25,0.25,0.25
Rprec                 ,115_2,0.2963,0.1111,0.4074,0.1481,0.3333
Rprec                 ,115_3,0.2308,0.1538,0.0769,0.1538,0.1538
Rprec                 ,115_4,0.4444,0,0.2222,0,0.3333
Rprec                 ,115_5,0.3947,0,0.4474,0.3684,0.4211
Rprec                 ,115_6,0.2353,0.0588,0.1765,0.0588,0.1765
Rprec                 ,115_7,0.4167,0.0833,0.0833,0.0833,0.0833
Rprec                 ,115_8,0.3333,0,0.4333,0.4333,0.3667
Rprec                 ,115_9,0.1897,0.1379,0.2241,0.0345,0.1034
Rprec                 ,116_1,0.3333,0.375,0.4167,0.4167,0.4167
Rprec                 ,116_2,0.3,0.3,0.1,0.3,0.2
Rprec                 ,116_3,0.0625,0.125,0,0,0
Rprec                 ,116_4,0.2222,0,0.2593,0.2222,0.2963
Rprec                 ,116_5,0.3333,0,0,0,0
Rprec                 ,116_6,0.7143,0.1429,0.2857,0.1429,0.1429
Rprec                 ,116_7,0.1176,0,0.1176,0.1176,0.1176
Rprec                 ,116_8,0.0952,0.0238,0.0714,0.1905,0.1429
Rprec                 ,117_1,0,0.5,0.5,0.5,0.5
Rprec                 ,117_10,0,0,0.0588,0,0
Rprec                 ,117_2,0,0,0.3333,0,0
Rprec                 ,117_3,0,0,0.0909,0.0909,0.5455
Rprec                 ,117_4,0,0,0.4545,0.5455,0.5455
Rprec                 ,117_5,0,0.6,0.6,0.6,0.6
Rprec                 ,117_6,0,0.6667,0.6667,0.6667,0.8333
Rprec                 ,117_8,0,0.2,0.4,0,0.2
Rprec                 ,117_9,0,0.16,0.2,0.2,0.24
Rprec                 ,118_1,0.2459,0.2295,0.2787,0.2787,0.2787
Rprec                 ,118_2,0.4848,0.5455,0.5152,0.4848,0.4848
Rprec                 ,118_3,0.4222,0.5556,0.3556,0.5111,0.4889
Rprec                 ,118_4,0.2353,0.0588,0.2353,0.2941,0.0588
Rprec                 ,118_5,0.2,0,0.3,0.3,0.3
Rprec                 ,118_6,0.2727,0,0.3409,0.2727,0.3182
Rprec                 ,118_7,0.4324,0.3378,0.3108,0.3378,0.3378
Rprec                 ,118_8,0.4324,0.2973,0.1892,0.3649,0.3514
Rprec                 ,119_1,0.2609,0.4348,0.4348,0.4348,0.4348
Rprec                 ,119_2,0.5,0,0.4545,0.5,0.4545
Rprec                 ,119_3,0.5122,0.3659,0.3171,0,0
Rprec                 ,119_4,0.5122,0.0488,0,0.0244,0
Rprec                 ,119_5,0,0.2308,0.2308,0,0
Rprec                 ,119_6,0.1316,0.4737,0.3947,0.5,0.4737
Rprec                 ,119_7,0.0385,0.3077,0.2308,0.4808,0.6154
Rprec                 ,119_8,0.0556,0.4167,0.1111,0,0.1944
Rprec                 ,121_1,0.087,0.4783,0.1304,0.1304,0.1304
Rprec                 ,121_2,0.3704,0.2963,0.2963,0.3704,0.1852
Rprec                 ,121_3,0.3,0.4667,0.3333,0.3333,0.3333
Rprec                 ,121_4,0.2174,0.2609,0.3478,0.3913,0.3913
Rprec                 ,121_5,0,0.1429,0.7143,0.1429,0.1429
Rprec                 ,121_6,0.1429,0.2857,0.2857,0.1429,0.2857
Rprec                 ,121_7,0,0.375,0.5,0.375,0.375
Rprec                 ,121_8,0.5,0,0.3571,0.2857,0.3571
Rprec                 ,124_1,0.2321,0.4107,0.4286,0.4286,0.4286
Rprec                 ,124_10,0.459,0.377,0.4426,0.2459,0.3279
Rprec                 ,124_11,0.359,0.2564,0.3077,0.3333,0.1795
Rprec                 ,124_2,0.3855,0.4699,0.4578,0.1807,0.3373
Rprec                 ,124_3,0.3293,0.2814,0.2216,0.1796,0.1856
Rprec                 ,124_4,0.2632,0.2982,0.0351,0.1053,0.193
Rprec                 ,124_5,0.0909,0.0909,0.0455,0.2273,0.2273
Rprec                 ,124_6,0.4324,0.3784,0.3514,0.3919,0.4054
Rprec                 ,124_7,0.1585,0.4024,0.4146,0.3171,0.3537
Rprec                 ,124_8,0.19,0.3,0.32,0.33,0.29
Rprec                 ,124_9,0.4674,0.25,0.4239,0.2717,0.4674
Rprec                 ,125_1,0.3333,0.625,0.625,0.625,0.625
Rprec                 ,125_2,0.2857,0.5714,0.7143,0.5714,0.5714
Rprec                 ,125_3,0.375,0.5,0.5,0.5,0.5
Rprec                 ,125_4,0.0385,0.1538,0.1154,0.1154,0.0769
Rprec                 ,125_5,0.5294,0.2941,0.4706,0.1176,0.4706
Rprec                 ,125_6,0,0,0.25,0.25,0.25
Rprec                 ,127_1,0.1739,0.3913,0.3043,0.3043,0.3043
Rprec                 ,127_2,0.125,0.1875,0.125,0.1875,0.1875
Rprec                 ,127_3,0.25,0.1786,0.4821,0.5179,0.5536
Rprec                 ,127_4,0.6538,0,0.5,0.3846,0.5385
Rprec                 ,127_5,0,0.1429,0.3571,0,0.3571
Rprec                 ,127_6,0.4419,0.5814,0.6047,0.5349,0.5581
Rprec                 ,127_7,0.2683,0.4634,0.4634,0.439,0.4634
Rprec                 ,127_8,0.1053,0.2982,0.5965,0.5439,0.6316
Rprec                 ,127_9,0.2222,0.0741,0.1111,0.2593,0.1852
Rprec                 ,128_1,0.3239,0.2958,0.2817,0.2817,0.2817
Rprec                 ,128_2,0.3091,0.0182,0.4,0.2182,0.2182
Rprec                 ,128_3,0.3077,0.1282,0.3462,0.1667,0.2436
Rprec                 ,129_1,0.1136,0.25,0.2273,0.2273,0.2273
Rprec                 ,129_2,0.3019,0.3774,0.3774,0.1887,0.3585
Rprec                 ,129_3,0.0741,0.1667,0.1667,0.2963,0.3704
Rprec                 ,129_4,0.4722,0.5556,0.5278,0.1389,0.1944
Rprec                 ,129_5,0.5965,0.4561,0.3684,0.4912,0.4737
Rprec                 ,129_6,0.1053,0,0,0,0.0526
Rprec                 ,129_7,0.4211,0.3158,0.3684,0,0.2632
Rprec                 ,129_8,0.125,0,0.2344,0.2188,0.2344
Rprec                 ,131_1,0.2,0.4,0.3167,0.3167,0.3167
Rprec                 ,131_10,0.3243,0.3784,0.1622,0.3243,0.3784
Rprec                 ,131_2,0.4286,0.1786,0.1429,0.0179,0.125
Rprec                 ,131_3,0.2273,0.1818,0.3182,0.5,0.5
Rprec                 ,131_4,0.3043,0.6957,0.6087,0.5217,0.6522
Rprec                 ,131_5,0.3333,0.2381,0.0476,0,0.3333
Rprec                 ,131_6,0.5,0.5,0.625,0.1875,0.625
Rprec                 ,131_7,0.5,0.1818,0.1364,0.25,0.1591
Rprec                 ,131_8,0.2692,0.1923,0.0385,0.2692,0.3077
Rprec                 ,131_9,0.125,0.1042,0.1458,0.0417,0.0417
Rprec                 ,all,0.2628,0.2332,0.2979,0.252,0.2995
Rprec_mult_0.20       ,106_1,0.375,0.25,0.5,0.5,0.5
Rprec_mult_0.20       ,106_10,0,0.6667,0.3333,0.6667,0.3333
Rprec_mult_0.20       ,106_2,0.4545,0.0909,0.3636,0,0.1818
Rprec_mult_0.20       ,106_3,0.25,0.25,0.25,0,0.25
Rprec_mult_0.20       ,106_4,0.6667,0.6667,0.6667,0.6667,0.6667
Rprec_mult_0.20       ,106_5,0,0.2,0.2,0,0.4
Rprec_mult_0.20       ,106_6,0.5,0.5,0.5,0.5,0.5
Rprec_mult_0.20       ,106_7,0.4,0.8,0.8,0.6,0.8
Rprec_mult_0.20       ,106_8,0,0,0,0,0
Rprec_mult_0.20       ,107_1,0.5,0.5,0.5,0.5,0.5
Rprec_mult_0.20       ,107_2,0.8889,0.7778,0.7778,0.6667,0.4444
Rprec_mult_0.20       ,107_3,0.875,0.375,0.875,0.5,0.5
Rprec_mult_0.20       ,107_4,0.75,0,0,0,0.25
Rprec_mult_0.20       ,107_5,0.4,0.2,0.2,0.4,0
Rprec_mult_0.20       ,107_6,0.7857,0.6429,0.5714,0.6429,0.7857
Rprec_mult_0.20       ,107_7,0.9167,0.6667,0.6667,0.8333,0.6667
Rprec_mult_0.20       ,107_8,1,0.875,0.75,0.625,0.625
Rprec_mult_0.20       ,108_1,0.6,0.7,0.6,0.6,0.6
Rprec_mult_0.20       ,108_2,0.4545,0.6364,0.7273,0.5455,0.5455
Rprec_mult_0.20       ,108_3,0,0.4,0.5,0.2,0.8
Rprec_mult_0.20       ,108_4,0.0714,0.0714,0.5714,0.5714,0.4286
Rprec_mult_0.20       ,108_5,0.6667,0.5833,0.75,0.25,0.8333
Rprec_mult_0.20       ,108_6,0.1,0,0.1,0.2,0.2
Rprec_mult_0.20       ,108_7,0.7273,0.2727,0.6364,0.7273,0.7273
Rprec_mult_0.20       ,108_8,0.8571,0.5714,0.5714,0.8571,0.8571
Rprec_mult_0.20       ,110_1,0.75,0.75,0.75,0.75,0.75
Rprec_mult_0.20       ,110_2,0.7,0.1,0.6,0.8,0.7
Rprec_mult_0.20       ,110_3,0.4286,0.2143,0.5,0,0.6429
Rprec_mult_0.20       ,110_4,0.6667,0.2222,0.6667,0.5556,0.5556
Rprec_mult_0.20       ,110_5,0.75,1,0,0,1
Rprec_mult_0.20       ,110_6,0,0,0.6667,0.6667,0.3333
Rprec_mult_0.20       ,110_7,0.75,0,0,0,0.25
Rprec_mult_0.20       ,110_8,0.8,0.4,0,0.4,0.6
Rprec_mult_0.20       ,110_9,0.5714,0.2857,0.2857,0.4286,0.4286
Rprec_mult_0.20       ,111_1,0.8333,0.4167,0.8333,0.8333,0.8333
Rprec_mult_0.20       ,111_2,0.8571,0.4286,0.1429,0,0.2857
Rprec_mult_0.20       ,111_3,0.4286,0,0.7143,0,0
Rprec_mult_0.20       ,111_4,0.6667,0,0.5,0.6667,0.5
Rprec_mult_0.20       ,111_5,0,0,0,0,0
Rprec_mult_0.20       ,111_6,1,1,1,1,1
Rprec_mult_0.20       ,111_7,0,0,0,1,1
Rprec_mult_0.20       ,111_8,0,0.5714,0.5714,0.5714,0.5714
Rprec_mult_0.20       ,111_9,0.25,0.0833,0.5833,0.25,0.1667
Rprec_mult_0.20       ,112_1,0.8,0.9,1,1,1
Rprec_mult_0.20       ,112_2,1,0,0.6667,0.6667,0.6667
Rprec_mult_0.20       ,112_3,0.6667,0.5,0.1667,0.1667,0.5
Rprec_mult_0.20       ,112_4,0.3636,0.4545,0.7273,0.4545,0.5455
Rprec_mult_0.20       ,112_5,0.375,0.5,0.25,0.5,0.5
Rprec_mult_0.20       ,112_6,0.125,0.375,0.375,0.125,0.375
Rprec_mult_0.20       ,112_7,0.4,0,0.4,0.6,0.4
Rprec_mult_0.20       ,112_9,0,0.5,0.5,0,0
Rprec_mult_0.20       ,113_1,0.5556,0.4444,0.7778,0.7778,0.7778
Rprec_mult_0.20       ,113_2,0.3333,0.3333,0.1667,0.3333,0.3333
Rprec_mult_0.20       ,113_3,0.5714,0,0.4286,0.2857,0.1429
Rprec_mult_0.20       ,113_4,0,0,0,0,0
Rprec_mult_0.20       ,113_5,0.5,0,0,0,0
Rprec_mult_0.20       ,113_6,0.6667,0.2222,0.5556,0,0.3333
Rprec_mult_0.20       ,113_7,0.4444,0,0.1111,0,0
Rprec_mult_0.20       ,113_8,0.2857,0,0.1429,0,0
Rprec_mult_0.20       ,115_1,0.1111,0.5556,0.5556,0.5556,0.5556
Rprec_mult_0.20       ,115_10,0.3333,0,0,0,0.3333
Rprec_mult_0.20       ,115_11,0,1,1,1,1
Rprec_mult_0.20       ,115_2,0.6667,0,0.6667,0.1667,0.6667
Rprec_mult_0.20       ,115_3,0.3333,0.3333,0.3333,0.3333,0.3333
Rprec_mult_0.20       ,115_4,0.5,0,1,0,0.5
Rprec_mult_0.20       ,115_5,0.625,0,0.625,0.375,0.5
Rprec_mult_0.20       ,115_6,0.5,0,0.25,0.25,0.25
Rprec_mult_0.20       ,115_7,0.6667,0.3333,0.3333,0,0.3333
Rprec_mult_0.20       ,115_8,0.6667,0,0.8333,0.5,0.6667
Rprec_mult_0.20       ,115_9,0.5,0.1667,0.75,0.0833,0.1667
Rprec_mult_0.20       ,116_1,0.8,0.6,0.8,0.8,0.8
Rprec_mult_0.20       ,116_2,1,0.5,0.5,0.5,0.5
Rprec_mult_0.20       ,116_3,0.25,0,0,0,0
Rprec_mult_0.20       ,116_4,0.1667,0,0.3333,0.8333,0.6667
Rprec_mult_0.20       ,116_5,0,0,0,0,0
Rprec_mult_0.20       ,116_6,0.5,0,0,0.5,0
Rprec_mult_0.20       ,116_7,0,0,0.25,0,0
Rprec_mult_0.20       ,116_8,0,0.1111,0.1111,0.1111,0.1111
Rprec_mult_0.20       ,117_1,0,1,0,0,0
Rprec_mult_0.20       ,117_10,0,0,0.25,0,0
Rprec_mult_0.20       ,117_2,0,0,0,0,0
Rprec_mult_0.20       ,117_3,0,0,0.3333,0.3333,1
Rprec_mult_0.20       ,117_4,0,0,0.3333,0.6667,0.6667
Rprec_mult_0.20       ,117_5,0,1,1,1,1
Rprec_mult_0.20       ,117_6,0,1,1,1,1
Rprec_mult_0.20       ,117_8,0,1,1,0,1
Rprec_mult_0.20       ,117_9,0,0.2,0.8,0.4,0.8
Rprec_mult_0.20       ,118_1,0.5385,0.7692,0.6923,0.6923,0.6923
Rprec_mult_0.20       ,118_2,0.4286,1,0.7143,0.4286,0.5714
Rprec_mult_0.20       ,118_3,0.6667,1,0.7778,1,0.8889
Rprec_mult_0.20       ,118_4,0.25,0,0.75,0.5,0.25
Rprec_mult_0.20       ,118_5,0.5,0,0.5,0.5,0.5
Rprec_mult_0.20       ,118_6,0.6667,0,0.6667,0.4444,0.6667
Rprec_mult_0.20       ,118_7,0.4667,0.6667,0.5333,0.5333,0.6
Rprec_mult_0.20       ,118_8,0.7333,0.4667,0.1333,0.4667,0.5333
Rprec_mult_0.20       ,119_1,0.6,1,0.6,0.6,0.6
Rprec_mult_0.20       ,119_2,0.8,0,1,0.8,0.8
Rprec_mult_0.20       ,119_3,1,0.5556,0.6667,0,0
Rprec_mult_0.20       ,119_4,0.6667,0,0,0,0
Rprec_mult_0.20       ,119_5,0,0.3333,0.3333,0,0
Rprec_mult_0.20       ,119_6,0.25,1,0.5,0.75,0.875
Rprec_mult_0.20       ,119_7,0,0.5455,0.4545,0.5455,0.7273
Rprec_mult_0.20       ,119_8,0.125,0.375,0.125,0,0.375
Rprec_mult_0.20       ,121_1,0.2,0.4,0.4,0.4,0.4
Rprec_mult_0.20       ,121_2,0.5,0.6667,0.8333,0.8333,0.3333
Rprec_mult_0.20       ,121_3,0.3333,0.3333,0.1667,0.3333,0.5
Rprec_mult_0.20       ,121_4,0.4,0.8,0.8,0.8,0.8
Rprec_mult_0.20       ,121_5,0,0.5,1,0,0
Rprec_mult_0.20       ,121_6,0,0,1,0,0
Rprec_mult_0.20       ,121_7,0,1,1,1,1
Rprec_mult_0.20       ,121_8,0.3333,0,0.6667,0.3333,0.6667
