name,qid,human,transformer,gpt3,chat_tom
set_F                 ,144_2-13,0.0488,0.0232,0.0459,0.0449
set_F                 ,144_2-15,0.0227,0.0114,0.0158,0.0168
set_F                 ,144_2-17,0.0149,0.0015,0.0119,0.0149
set_F                 ,144_2-3,0.1382,0.0578,0.0934,0.0943
set_F                 ,144_2-5,0.0411,0.0015,0.0411,0.0186
set_F                 ,144_2-7,0.0363,0.0193,0.0392,0.0392
set_F                 ,144_2-9,0.0362,0.0168,0.0254,0.0313
set_F                 ,144_3-1,0.007,0,0,0.002
set_F                 ,145_1-1,0.0745,0.043,0.0716,0.0678
set_F                 ,145_1-3,0.0295,0.0168,0.0305,0.0305
set_F                 ,145_1-5,0.0237,0.0119,0.0237,0.0237
set_F                 ,145_1-7,0.0178,0.0094,0.0138,0.0188
set_F                 ,145_2-1,0.0119,0.006,0.0109,0.0119
set_F                 ,145_2-3,0.0237,0.0124,0.0237,0.0237
set_F                 ,145_2-5,0.0657,0.0319,0.0667,0.0648
set_F                 ,146_1-1,0.0787,0.0406,0.0777,0.0749
set_F                 ,146_1-3,0.0838,0.0449,0.0838,0.0829
set_F                 ,146_1-5,0.034,0.0192,0.0447,0.033
set_F                 ,146_1-7,0.077,0.0493,0.0651,0.0394
set_F                 ,146_1-9,0.1125,0.0609,0.0599,0.1189
set_F                 ,147_1-1,0.0921,0.046,0.0892,0.0761
set_F                 ,147_1-11,0.0655,0.0432,0.0544,0.0544
set_F                 ,147_1-13,0.0221,0.0172,0.0327,0.0317
set_F                 ,147_1-15,0.0039,0,0.0177,0.0138
set_F                 ,147_1-7,0.0352,0.0064,0.0078,0.0049
set_F                 ,147_2-1,0.0515,0.0324,0.0553,0.0553
set_F                 ,147_2-3,0.0175,0,0.0244,0.0166
set_F                 ,147_2-5,0.0429,0.0117,0.0448,0.0324
set_F                 ,148_1-1,0.0264,0.003,0.0127,0.0195
set_F                 ,148_1-3,0.0152,0.0122,0.0161,0.0152
set_F                 ,148_1-5,0.0108,0.0114,0.0176,0.0196
set_F                 ,148_1-9,0.0611,0.0317,0.0573,0.0353
set_F                 ,148_2-3,0.0345,0.0054,0.0297,0.0354
set_F                 ,148_2-5,0.0462,0,0.0368,0.0349
set_F                 ,149_1-1,0.0596,0.0343,0.0558,0.0413
set_F                 ,149_1-5,0.0546,0.0333,0.0603,0.0498
set_F                 ,149_2-1,0.0283,0,0.0342,0.0312
set_F                 ,149_2-5,0.1065,0.056,0.0935,0.1
set_F                 ,149_2-7,0.068,0.0469,0.0836,0.0744
set_F                 ,149_3-1,0.0204,0.001,0.0214,0.0194
set_F                 ,149_3-3,0.0128,0.0084,0.0226,0.0118
set_F                 ,149_3-7,0.1142,0,0.0922,0.0932
set_F                 ,149_3-9,0.1065,0.0505,0.1131,0.1065
set_F                 ,all,0.043,0.0176,0.04,0.0404
set_map               ,132_1-1,0.0058,0.002,0.0046,0.0011
set_map               ,132_1-3,0.0123,0.0046,0.0036,0.0006
set_map               ,132_1-5,0.003,0,0,0.0091
set_map               ,132_2-1,0.0199,0,0.0145,0.0159
set_map               ,132_2-11,0.0002,0.005,0.0131,0.0143
set_map               ,132_2-13,0.0115,0,0.0115,0.0031
set_map               ,132_2-3,0.0327,0.0191,0.0008,0.0001
set_map               ,132_2-5,0.0178,0.0128,0.0202,0.0162
set_map               ,132_2-7,0.0113,0.0037,0.0131,0.0121
set_map               ,132_3-1,0.0362,0,0.0353,0.0344
set_map               ,132_3-3,0.0125,0.0005,0.0125,0
set_map               ,132_3-5,0.0066,0,0.0066,0.0066
set_map               ,133_1-1,0.0101,0.0012,0.0119,0.0115
set_map               ,133_1-3,0.0098,0.009,0.0006,0.0098
set_map               ,133_1-5,0.0014,0.0001,0,0.0002
set_map               ,133_1-7,0.0086,0.0013,0.0007,0.0118
set_map               ,133_2-1,0.0274,0,0.0307,0.0274
set_map               ,133_2-3,0.0057,0.0023,0.0026,0
set_map               ,133_3-2,0.0169,0.0078,0.0002,0.0062
set_map               ,133_3-4,0.0047,0.0005,0.0053,0.0075
set_map               ,133_3-6,0.0253,0.0046,0.0166,0.0166
set_map               ,133_3-8,0.0314,0.0089,0.0146,0.0213
set_map               ,135_1-1,0.0178,0.0085,0.0178,0.0123
set_map               ,135_1-3,0.0095,0.0066,0.004,0.0053
set_map               ,135_1-5,0.0188,0.0001,0.0072,0.0148
set_map               ,135_1-7,0.0036,0.0013,0.0075,0.0064
set_map               ,135_2-1,0.0273,0.0003,0.0236,0.0202
set_map               ,135_2-11,0.0116,0.0038,0.0027,0.0024
set_map               ,135_2-3,0.0291,0.0036,0.0276,0.0144
set_map               ,135_2-5,0.0137,0.0034,0.0068,0.0116
set_map               ,135_2-7,0.0084,0.0042,0.0078,0.0002
set_map               ,135_2-9,0.0147,0.009,0.0132,0.0092
set_map               ,135_3-1,0.0257,0.0108,0.0233,0.0275
set_map               ,135_3-3,0.0021,0.0025,0.0079,0.0098
set_map               ,135_3-5,0.0374,0.0184,0.0001,0.0022
set_map               ,135_4-1,0.0085,0,0,0.0069
set_map               ,136_1-1,0.0457,0.0248,0.0429,0.0411
set_map               ,136_1-11,0.0222,0.0111,0.0222,0.0231
set_map               ,136_1-13,0.0147,0.0093,0.0147,0.0178
set_map               ,136_1-3,0.0172,0.0191,0.0346,0.042
set_map               ,136_1-5,0.0142,0.0113,0.0218,0.0163
set_map               ,136_1-7,0.0327,0.0121,0.0379,0.0311
set_map               ,136_1-9,0.0489,0.0114,0.018,0.0289
set_map               ,136_2-1,0.0065,0,0.001,0.0065
set_map               ,136_2-3,0.042,0.0214,0.0457,0.0447
set_map               ,136_2-5,0.011,0.0041,0.011,0.01
set_map               ,137_1-1,0.015,0.007,0.014,0.014
set_map               ,137_1-3,0.009,0.0045,0.009,0.0018
set_map               ,137_1-5,0.0081,0.0006,0.01,0.009
set_map               ,137_1-7,0.0025,0.0013,0.0025,0.0025
set_map               ,137_1-9,0.0045,0,0.0022,0.0022
set_map               ,138_1-1,0.0008,0.0078,0.0046,0.0056
set_map               ,138_1-11,0.0091,0.0019,0.0062,0.0083
set_map               ,138_1-3,0.0033,0.0027,0.0054,0.0017
set_map               ,138_1-5,0.0026,0.0026,0.0005,0.0022
set_map               ,138_1-7,0,0,0,0.001
set_map               ,138_1-9,0.0201,0.0156,0.008,0.0215
set_map               ,139_1-1,0.0075,0.0038,0.0149,0.0004
set_map               ,139_1-3,0.0101,0,0.0078,0.0078
set_map               ,139_1-5,0.0156,0,0.0156,0.0032
set_map               ,139_1-7,0.0014,0.0001,0.0039,0.0039
set_map               ,139_2-11,0.0043,0,0.0002,0.0002
set_map               ,139_2-13,0.0045,0.006,0.0005,0.001
set_map               ,139_2-15,0.0184,0.01,0.007,0.0048
set_map               ,139_2-17,0.0088,0.0001,0.0098,0.0078
set_map               ,139_2-3,0.0286,0.0211,0.0185,0.0137
set_map               ,139_2-7,0.0212,0.0021,0.0063,0.0165
set_map               ,139_2-9,0.0546,0.0278,0.0555,0.048
set_map               ,140_1-11,0.0149,0.0056,0.0157,0.0149
set_map               ,140_1-3,0.028,0.0161,0.0288,0.0297
set_map               ,140_1-7,0.008,0.0048,0.0106,0.008
set_map               ,140_1-9,0.0056,0,0.0009,0.0042
set_map               ,140_2-1,0.0168,0,0.0151,0.0091
set_map               ,140_2-3,0.0069,0.0043,0.0077,0.0077
set_map               ,140_3-1,0.0219,0,0.0228,0.0119
set_map               ,140_4-10,0.007,0,0.007,0.007
set_map               ,140_4-12,0.01,0.001,0.0056,0.0064
set_map               ,140_4-14,0.0271,0.0001,0.0391,0.0328
set_map               ,140_4-16,0.0276,0,0.034,0.0332
set_map               ,140_4-2,0.0332,0,0.0323,0.0288
set_map               ,140_4-6,0.0062,0.0022,0.0043,0.0056
set_map               ,140_4-8,0.0209,0.0108,0.0082,0.0327
set_map               ,141_1-1,0.0003,0.0006,0,0.0003
set_map               ,141_1-3,0.002,0.0011,0,0.0003
set_map               ,141_1-5,0.0096,0,0,0.0004
set_map               ,141_2-1,0.0053,0.008,0.0008,0.0262
set_map               ,141_2-11,0.0265,0.0143,0.0237,0.0265
set_map               ,141_2-3,0.0127,0.0067,0.0006,0.0127
set_map               ,141_2-9,0.0179,0.0108,0,0.0206
set_map               ,142_1-3,0.0371,0.0176,0.038,0.0289
set_map               ,142_1-5,0.0623,0.0404,0.064,0.0528
set_map               ,142_2-2,0.021,0.0096,0.0071,0.0131
set_map               ,142_3-1,0.0097,0,0.012,0.0331
set_map               ,142_3-3,0.0705,0.0361,0.0575,0.0697
set_map               ,142_3-5,0.0225,0.0118,0.0235,0.0235
set_map               ,142_4-1,0.0012,0,0.0432,0.0062
set_map               ,142_5-1,0,0,0.041,0.0443
set_map               ,142_5-3,0.0014,0.0286,0.0546,0.0495
set_map               ,142_5-5,0,0,0,0.0304
set_map               ,142_5-7,0.0107,0.0003,0.0393,0.0318
set_map               ,142_5-9,0.0056,0.006,0.0107,0.0157
set_map               ,142_6-1,0.016,0,0.007,0.0015
set_map               ,142_6-3,0.0118,0.0041,0.0561,0.0118
set_map               ,142_7-1,0.0109,0,0.0443,0.0509
set_map               ,142_8-1,0.0284,0.0064,0.031,0.031
set_map               ,142_9-1,0.0048,0.0004,0.0001,0.0038
set_map               ,143_1-1,0.0245,0.0128,0.0265,0.0208
set_map               ,143_1-11,0.0063,0.0023,0.008,0.0054
set_map               ,143_1-13,0.0024,0.0005,0.0011,0.0003
set_map               ,143_1-15,0.0141,0.0028,0.0045,0.0024
set_map               ,143_1-17,0.0087,0,0.0087,0.0087
set_map               ,143_1-19,0.0006,0,0.0008,0.0001
set_map               ,143_1-3,0.0104,0.0021,0.0067,0.0073
set_map               ,143_1-5,0.0032,0.0025,0.005,0.005
set_map               ,143_1-7,0.0065,0.0028,0.0055,0.0065
set_map               ,144_1-1,0.0356,0.0104,0.0371,0.0442
set_map               ,144_1-3,0.0039,0,0.0044,0.0044
set_map               ,144_1-5,0.0038,0.0026,0.0026,0.0026
set_map               ,144_2-1,0.0262,0.0068,0.0235,0.0218
set_map               ,144_2-11,0.0338,0.0173,0.0242,0.0089
set_map               ,144_2-13,0.025,0.011,0.0221,0.0212
set_map               ,144_2-15,0.0115,0.0057,0.0056,0.0063
set_map               ,144_2-17,0.0066,0.0001,0.0042,0.0066
set_map               ,144_2-3,0.0616,0.0198,0.0281,0.0287
set_map               ,144_2-5,0.0205,0.0001,0.0205,0.0042
set_map               ,144_2-7,0.0171,0.0095,0.02,0.02
set_map               ,144_2-9,0.0156,0.0066,0.0077,0.0116
set_map               ,144_3-1,0.0035,0,0,0.0003
set_map               ,145_1-1,0.032,0.0204,0.0296,0.0265
set_map               ,145_1-3,0.0125,0.008,0.0133,0.0133
set_map               ,145_1-5,0.0115,0.0058,0.0115,0.0115
set_map               ,145_1-7,0.0067,0.0038,0.0041,0.0075
set_map               ,145_2-1,0.006,0.003,0.005,0.006
set_map               ,145_2-3,0.0115,0.0063,0.0115,0.0115
set_map               ,145_2-5,0.0335,0.0153,0.0345,0.0325
set_map               ,146_1-1,0.04,0.0205,0.0391,0.0362
set_map               ,146_1-3,0.0387,0.0212,0.0387,0.0378
set_map               ,146_1-5,0.0104,0.0064,0.0179,0.0098
set_map               ,146_1-7,0.0195,0.0147,0.0139,0.0051
set_map               ,146_1-9,0.044,0.0239,0.0125,0.0492
set_map               ,147_1-1,0.0372,0.0175,0.035,0.0254
set_map               ,147_1-11,0.0149,0.012,0.0103,0.0103
set_map               ,147_1-13,0.0033,0.0038,0.0071,0.0067
set_map               ,147_1-15,0.0002,0,0.0046,0.0028
set_map               ,147_1-7,0.0141,0.0009,0.0007,0.0003
set_map               ,147_2-1,0.0113,0.0084,0.013,0.013
set_map               ,147_2-3,0.0031,0,0.0059,0.0027
set_map               ,147_2-5,0.0104,0.0015,0.0114,0.006
set_map               ,148_1-1,0.0074,0.0002,0.0017,0.0041
set_map               ,148_1-3,0.0012,0.0015,0.0014,0.0012
set_map               ,148_1-5,0.0014,0.0031,0.0038,0.0047
set_map               ,148_1-9,0.0216,0.0111,0.0189,0.0072
set_map               ,148_2-3,0.0073,0.0003,0.0054,0.0077
set_map               ,148_2-5,0.01,0,0.0063,0.0057
set_map               ,149_1-1,0.024,0.0153,0.021,0.0116
set_map               ,149_1-5,0.0183,0.013,0.0223,0.0152
set_map               ,149_2-1,0.0088,0,0.0128,0.0107
set_map               ,149_2-5,0.0464,0.024,0.0357,0.0409
set_map               ,149_2-7,0.0154,0.0135,0.0233,0.0184
set_map               ,149_3-1,0.0039,0,0.0042,0.0035
set_map               ,149_3-3,0.0026,0.0023,0.0083,0.0022
set_map               ,149_3-7,0.0411,0,0.0268,0.0274
set_map               ,149_3-9,0.0523,0.0222,0.059,0.0523
set_map               ,all,0.0161,0.0065,0.015,0.0147
set_P                 ,132_1-1,0.009,0.0037,0.008,0.004
set_P                 ,132_1-3,0.026,0.0112,0.014,0.0055
set_P                 ,132_1-5,0.0135,0,0.0005,0.0235
set_P                 ,132_2-1,0.024,0,0.0205,0.0215
set_P                 ,132_2-11,0.003,0.0103,0.0235,0.0245
set_P                 ,132_2-13,0.0115,0,0.0115,0.006
set_P                 ,132_2-3,0.0375,0.0203,0.006,0.002
set_P                 ,132_2-5,0.0225,0.0135,0.024,0.0215
set_P                 ,132_2-7,0.013,0.0053,0.014,0.0135
set_P                 ,132_3-1,0.039,0,0.0385,0.038
set_P                 ,132_3-3,0.013,0.0018,0.013,0
set_P                 ,132_3-5,0.0085,0,0.0085,0.0085
set_P                 ,133_1-1,0.0235,0.0057,0.0255,0.025
set_P                 ,133_1-3,0.024,0.0163,0.006,0.024
set_P                 ,133_1-5,0.0125,0.0018,0.0005,0.005
set_P                 ,133_1-7,0.0145,0.004,0.004,0.017
set_P                 ,133_2-1,0.043,0,0.0455,0.043
set_P                 ,133_2-3,0.0185,0.0083,0.0125,0
set_P                 ,133_3-2,0.0265,0.0127,0.003,0.016
set_P                 ,133_3-4,0.0075,0.0018,0.008,0.0095
set_P                 ,133_3-6,0.0505,0.0152,0.041,0.041
set_P                 ,133_3-8,0.0425,0.016,0.029,0.035
set_P                 ,135_1-1,0.0235,0.0115,0.0235,0.0195
set_P                 ,135_1-3,0.0255,0.015,0.0165,0.019
set_P                 ,135_1-5,0.0355,0.0015,0.022,0.0315
set_P                 ,135_1-7,0.009,0.0037,0.013,0.012
set_P                 ,135_2-1,0.036,0.0025,0.0335,0.031
set_P                 ,135_2-11,0.024,0.0097,0.0115,0.011
set_P                 ,135_2-3,0.037,0.0092,0.036,0.026
set_P                 ,135_2-5,0.0185,0.0065,0.013,0.017
set_P                 ,135_2-7,0.0125,0.0063,0.012,0.002
set_P                 ,135_2-9,0.019,0.0105,0.018,0.015
set_P                 ,135_3-1,0.043,0.0198,0.041,0.0445
set_P                 ,135_3-3,0.0135,0.0103,0.026,0.029
set_P                 ,135_3-5,0.0625,0.031,0.0025,0.015
set_P                 ,135_4-1,0.0105,0,0,0.0095
set_P                 ,136_1-1,0.0485,0.0253,0.047,0.046
set_P                 ,136_1-11,0.0245,0.0123,0.0245,0.025
set_P                 ,136_1-13,0.0205,0.0115,0.0205,0.0225
set_P                 ,136_1-3,0.0275,0.0205,0.039,0.043
set_P                 ,136_1-5,0.021,0.0132,0.026,0.0225
set_P                 ,136_1-7,0.039,0.0168,0.042,0.038
set_P                 ,136_1-9,0.0585,0.02,0.0355,0.045
set_P                 ,136_2-1,0.0065,0,0.0025,0.0065
set_P                 ,136_2-3,0.0465,0.0235,0.0485,0.048
set_P                 ,136_2-5,0.011,0.0047,0.011,0.0105
set_P                 ,137_1-1,0.015,0.0073,0.0145,0.0145
set_P                 ,137_1-3,0.009,0.0045,0.009,0.004
set_P                 ,137_1-5,0.009,0.0018,0.01,0.0095
set_P                 ,137_1-7,0.0025,0.0013,0.0025,0.0025
set_P                 ,137_1-9,0.005,0,0.0035,0.0035
set_P                 ,138_1-1,0.0055,0.0125,0.0135,0.015
set_P                 ,138_1-11,0.0115,0.0037,0.0095,0.011
set_P                 ,138_1-3,0.007,0.0045,0.009,0.005
set_P                 ,138_1-5,0.008,0.0057,0.0035,0.0075
set_P                 ,138_1-7,0,0,0,0.004
set_P                 ,138_1-9,0.0285,0.0177,0.018,0.0295
set_P                 ,139_1-1,0.0185,0.0092,0.026,0.0045
set_P                 ,139_1-3,0.0125,0,0.011,0.011
set_P                 ,139_1-5,0.0165,0,0.0165,0.0075
set_P                 ,139_1-7,0.005,0.001,0.0085,0.0085
set_P                 ,139_2-11,0.01,0,0.002,0.002
set_P                 ,139_2-13,0.02,0.0163,0.0065,0.0095
set_P                 ,139_2-15,0.0235,0.0123,0.0145,0.012
set_P                 ,139_2-17,0.0175,0.001,0.0185,0.0165
set_P                 ,139_2-3,0.0535,0.0325,0.043,0.037
set_P                 ,139_2-7,0.0385,0.0085,0.021,0.034
set_P                 ,139_2-9,0.0565,0.0285,0.057,0.053
set_P                 ,140_1-11,0.0185,0.008,0.019,0.0185
set_P                 ,140_1-3,0.0345,0.0185,0.035,0.0355
set_P                 ,140_1-7,0.01,0.0055,0.0115,0.01
set_P                 ,140_1-9,0.0075,0.0003,0.003,0.0065
set_P                 ,140_2-1,0.019,0,0.018,0.014
set_P                 ,140_2-3,0.0085,0.0047,0.009,0.009
set_P                 ,140_3-1,0.0265,0,0.027,0.0195
set_P                 ,140_4-10,0.007,0,0.007,0.007
set_P                 ,140_4-12,0.01,0.0022,0.0075,0.008
set_P                 ,140_4-14,0.0345,0.0018,0.0415,0.038
set_P                 ,140_4-16,0.036,0,0.04,0.0395
set_P                 ,140_4-2,0.036,0,0.0355,0.0335
set_P                 ,140_4-6,0.009,0.0037,0.0075,0.0085
set_P                 ,140_4-8,0.028,0.0143,0.0175,0.035
set_P                 ,141_1-1,0.002,0.002,0,0.002
set_P                 ,141_1-3,0.007,0.0037,0.001,0.0025
set_P                 ,141_1-5,0.0145,0,0,0.003
set_P                 ,141_2-1,0.0155,0.0135,0.006,0.0345
set_P                 ,141_2-11,0.0275,0.0143,0.026,0.0275
set_P                 ,141_2-3,0.018,0.0092,0.004,0.018
set_P                 ,141_2-9,0.0205,0.0112,0.0005,0.022
set_P                 ,142_1-3,0.0385,0.0187,0.039,0.034
set_P                 ,142_1-5,0.0755,0.043,0.0765,0.0695
set_P                 ,142_2-2,0.0215,0.0103,0.0125,0.017
set_P                 ,142_3-1,0.0225,0.001,0.025,0.0415
set_P                 ,142_3-3,0.0825,0.0418,0.0745,0.082
set_P                 ,142_3-5,0.0235,0.012,0.024,0.024
set_P                 ,142_4-1,0.009,0,0.053,0.02
set_P                 ,142_5-1,0,0.0005,0.05,0.052
set_P                 ,142_5-3,0.01,0.032,0.0625,0.0595
set_P                 ,142_5-5,0.001,0.0003,0.0005,0.042
set_P                 ,142_5-7,0.0235,0.003,0.045,0.0405
set_P                 ,142_5-9,0.012,0.0088,0.0165,0.02
set_P                 ,142_6-1,0.0265,0.0008,0.0175,0.008
set_P                 ,142_6-3,0.027,0.0112,0.059,0.027
set_P                 ,142_7-1,0.0275,0.0005,0.0555,0.0595
set_P                 ,142_8-1,0.0335,0.0112,0.035,0.035
set_P                 ,142_9-1,0.009,0.0018,0.0015,0.008
set_P                 ,143_1-1,0.0255,0.013,0.0265,0.0235
set_P                 ,143_1-11,0.0075,0.0032,0.0085,0.007
set_P                 ,143_1-13,0.0045,0.0015,0.003,0.0015
set_P                 ,143_1-15,0.023,0.0073,0.013,0.0095
set_P                 ,143_1-17,0.0125,0,0.0125,0.0125
set_P                 ,143_1-19,0.003,0.0003,0.0035,0.0015
set_P                 ,143_1-3,0.0125,0.004,0.01,0.0105
set_P                 ,143_1-5,0.004,0.0025,0.005,0.005
set_P                 ,143_1-7,0.0065,0.003,0.006,0.0065
set_P                 ,144_1-1,0.0485,0.0185,0.0495,0.054
set_P                 ,144_1-3,0.0075,0,0.008,0.008
set_P                 ,144_1-5,0.006,0.0035,0.005,0.005
set_P                 ,144_2-1,0.0285,0.0103,0.027,0.026
set_P                 ,144_2-11,0.039,0.0198,0.033,0.02
set_P                 ,144_2-13,0.025,0.0118,0.0235,0.023
set_P                 ,144_2-15,0.0115,0.0057,0.008,0.0085
set_P                 ,144_2-17,0.0075,0.0008,0.006,0.0075
set_P                 ,144_2-3,0.0755,0.0302,0.051,0.0515
set_P                 ,144_2-5,0.021,0.0008,0.021,0.0095
set_P                 ,144_2-7,0.0185,0.0097,0.02,0.02
set_P                 ,144_2-9,0.0185,0.0085,0.013,0.016
set_P                 ,144_3-1,0.0035,0,0,0.001
set_P                 ,145_1-1,0.039,0.022,0.0375,0.0355
set_P                 ,145_1-3,0.015,0.0085,0.0155,0.0155
set_P                 ,145_1-5,0.012,0.006,0.012,0.012
set_P                 ,145_1-7,0.009,0.0047,0.007,0.0095
set_P                 ,145_2-1,0.006,0.003,0.0055,0.006
set_P                 ,145_2-3,0.012,0.0063,0.012,0.012
set_P                 ,145_2-5,0.034,0.0163,0.0345,0.0335
set_P                 ,146_1-1,0.041,0.0208,0.0405,0.039
set_P                 ,146_1-3,0.044,0.023,0.044,0.0435
set_P                 ,146_1-5,0.0175,0.0097,0.023,0.017
set_P                 ,146_1-7,0.042,0.0257,0.0355,0.0215
set_P                 ,146_1-9,0.061,0.0318,0.0325,0.0645
set_P                 ,147_1-1,0.049,0.0238,0.0475,0.0405
set_P                 ,147_1-11,0.0355,0.0225,0.0295,0.0295
set_P                 ,147_1-13,0.0115,0.0088,0.017,0.0165
set_P                 ,147_1-15,0.002,0,0.009,0.007
set_P                 ,147_1-7,0.018,0.0032,0.004,0.0025
set_P                 ,147_2-1,0.0275,0.0168,0.0295,0.0295
set_P                 ,147_2-3,0.009,0,0.0125,0.0085
set_P                 ,147_2-5,0.0225,0.006,0.0235,0.017
set_P                 ,148_1-1,0.0135,0.0015,0.0065,0.01
set_P                 ,148_1-3,0.008,0.0063,0.0085,0.008
set_P                 ,148_1-5,0.0055,0.0057,0.009,0.01
set_P                 ,148_1-9,0.032,0.0163,0.03,0.0185
set_P                 ,148_2-3,0.018,0.0027,0.0155,0.0185
set_P                 ,148_2-5,0.0245,0,0.0195,0.0185
set_P                 ,149_1-1,0.031,0.0175,0.029,0.0215
set_P                 ,149_1-5,0.0285,0.017,0.0315,0.026
set_P                 ,149_2-1,0.0145,0,0.0175,0.016
set_P                 ,149_2-5,0.057,0.029,0.05,0.0535
set_P                 ,149_2-7,0.037,0.0245,0.0455,0.0405
set_P                 ,149_3-1,0.0105,0.0005,0.011,0.01
set_P                 ,149_3-3,0.0065,0.0043,0.0115,0.006
set_P                 ,149_3-7,0.0625,0,0.0505,0.051
set_P                 ,149_3-9,0.0565,0.026,0.06,0.0565
set_P                 ,all,0.0226,0.0091,0.021,0.0212
set_recall            ,132_1-1,0.6429,0.5357,0.5714,0.2857
set_recall            ,132_1-3,0.4727,0.4091,0.2545,0.1
set_recall            ,132_1-5,0.2231,0,0.0083,0.3884
set_recall            ,132_2-1,0.8276,0,0.7069,0.7414
set_recall            ,132_2-11,0.0714,0.4881,0.5595,0.5833
set_recall            ,132_2-13,1,0,1,0.5217
set_recall            ,132_2-3,0.8721,0.9419,0.1395,0.0465
set_recall            ,132_2-5,0.7895,0.9474,0.8421,0.7544
set_recall            ,132_2-7,0.8667,0.7,0.9333,0.9
set_recall            ,132_3-1,0.9286,0,0.9167,0.9048
set_recall            ,132_3-3,0.963,0.2593,0.963,0
set_recall            ,132_3-5,0.7727,0,0.7727,0.7727
set_recall            ,133_1-1,0.4312,0.211,0.4679,0.4587
set_recall            ,133_1-3,0.4068,0.5508,0.1017,0.4068
set_recall            ,133_1-5,0.1101,0.0308,0.0044,0.0441
set_recall            ,133_1-7,0.5918,0.3265,0.1633,0.6939
set_recall            ,133_2-1,0.637,0,0.6741,0.637
set_recall            ,133_2-3,0.3083,0.275,0.2083,0
set_recall            ,133_3-2,0.6386,0.6145,0.0723,0.3855
set_recall            ,133_3-4,0.625,0.2917,0.6667,0.7917
set_recall            ,133_3-6,0.5,0.302,0.4059,0.4059
set_recall            ,133_3-8,0.7391,0.5565,0.5043,0.6087
set_recall            ,135_1-1,0.7581,0.7419,0.7581,0.629
set_recall            ,135_1-3,0.3723,0.438,0.2409,0.2774
set_recall            ,135_1-5,0.5299,0.0448,0.3284,0.4701
set_recall            ,135_1-7,0.4,0.3333,0.5778,0.5333
set_recall            ,135_2-1,0.7579,0.1053,0.7053,0.6526
set_recall            ,135_2-11,0.4848,0.3939,0.2323,0.2222
set_recall            ,135_2-3,0.7872,0.3936,0.766,0.5532
set_recall            ,135_2-5,0.74,0.52,0.52,0.68
set_recall            ,135_2-7,0.6757,0.6757,0.6486,0.1081
set_recall            ,135_2-9,0.7755,0.8571,0.7347,0.6122
set_recall            ,135_3-1,0.5972,0.5486,0.5694,0.6181
set_recall            ,135_3-3,0.1579,0.2398,0.3041,0.3392
set_recall            ,135_3-5,0.5981,0.5933,0.0239,0.1435
set_recall            ,135_4-1,0.8077,0,0,0.7308
set_recall            ,136_1-1,0.9417,0.9806,0.9126,0.8932
set_recall            ,136_1-11,0.9074,0.9074,0.9074,0.9259
set_recall            ,136_1-13,0.7193,0.807,0.7193,0.7895
set_recall            ,136_1-3,0.625,0.9318,0.8864,0.9773
set_recall            ,136_1-5,0.6774,0.8548,0.8387,0.7258
set_recall            ,136_1-7,0.8387,0.7204,0.9032,0.8172
set_recall            ,136_1-9,0.8357,0.5714,0.5071,0.6429
set_recall            ,136_2-1,1,0,0.3846,1
set_recall            ,136_2-3,0.9029,0.9126,0.9417,0.932
set_recall            ,136_2-5,1,0.8636,1,0.9545
set_recall            ,137_1-1,1,0.9667,0.9667,0.9667
set_recall            ,137_1-3,1,1,1,0.4444
set_recall            ,137_1-5,0.9,0.35,1,0.95
set_recall            ,137_1-7,1,1,1,1
set_recall            ,137_1-9,0.9091,0,0.6364,0.6364
set_recall            ,138_1-1,0.1375,0.625,0.3375,0.375
set_recall            ,138_1-11,0.7931,0.5172,0.6552,0.7586
set_recall            ,138_1-3,0.4667,0.6,0.6,0.3333
set_recall            ,138_1-5,0.32,0.46,0.14,0.3
set_recall            ,138_1-7,0,0,0,0.2581
set_recall            ,138_1-9,0.7037,0.8765,0.4444,0.7284
set_recall            ,139_1-1,0.4066,0.4066,0.5714,0.0989
set_recall            ,139_1-3,0.8065,0,0.7097,0.7097
set_recall            ,139_1-5,0.9429,0,0.9429,0.4286
set_recall            ,139_1-7,0.2703,0.1081,0.4595,0.4595
set_recall            ,139_2-11,0.4255,0,0.0851,0.0851
set_recall            ,139_2-13,0.2273,0.3693,0.0739,0.108
set_recall            ,139_2-15,0.7833,0.8167,0.4833,0.4
set_recall            ,139_2-17,0.5,0.0571,0.5286,0.4714
set_recall            ,139_2-3,0.535,0.65,0.43,0.37
set_recall            ,139_2-7,0.55,0.2429,0.3,0.4857
set_recall            ,139_2-9,0.9658,0.9744,0.9744,0.906
set_recall            ,140_1-11,0.8043,0.6957,0.8261,0.8043
set_recall            ,140_1-3,0.8118,0.8706,0.8235,0.8353
set_recall            ,140_1-7,0.8,0.88,0.92,0.8
set_recall            ,140_1-9,0.75,0.05,0.3,0.65
set_recall            ,140_2-1,0.8837,0,0.8372,0.6512
set_recall            ,140_2-3,0.8095,0.9048,0.8571,0.8571
set_recall            ,140_3-1,0.8281,0,0.8438,0.6094
set_recall            ,140_4-10,1,0,1,1
set_recall            ,140_4-12,1,0.45,0.75,0.8
set_recall            ,140_4-14,0.7841,0.0795,0.9432,0.8636
set_recall            ,140_4-16,0.766,0,0.8511,0.8404
set_recall            ,140_4-2,0.9231,0,0.9103,0.859
set_recall            ,140_4-6,0.6923,0.5769,0.5769,0.6538
set_recall            ,140_4-8,0.7467,0.76,0.4667,0.9333
