name,qid,transformer,human,gpt3,chat_tom,chat_user_collo,chat_user_natural
Rprec_mult_1.60       ,82_5,0.1026,0.3077,0.2308,0.3077,0.1026,0.1795
Rprec_mult_1.60       ,82_6,0.125,0.3125,0.25,0.3125,0.0625,0.3125
Rprec_mult_1.60       ,82_7,0.2667,0.2333,0.1833,0.1167,0.1333,0.1833
Rprec_mult_1.60       ,82_8,0.1389,0.3333,0.0556,0.25,0.1944,0.1111
Rprec_mult_1.60       ,82_9,0.025,0.25,0.275,0.375,0.225,0.3
Rprec_mult_1.60       ,83_1,0.15,0.15,0.15,0.15,0.15,0.15
Rprec_mult_1.60       ,83_2,0.0476,0.2222,0.2222,0.1587,0.0635,0.1587
Rprec_mult_1.60       ,83_3,0.4026,0.4026,0.4026,0.2338,0.4156,0.3247
Rprec_mult_1.60       ,83_4,0.2683,0.2683,0.0244,0.0854,0.1707,0.0732
Rprec_mult_1.60       ,83_5,0.25,0.2083,0.2222,0.2639,0.0139,0.1944
Rprec_mult_1.60       ,83_6,0.0682,0.25,0.0227,0.0682,0.0227,0.0455
Rprec_mult_1.60       ,83_7,0.4135,0.1923,0.4615,0.4712,0.1731,0.4615
Rprec_mult_1.60       ,83_8,0.2683,0.2683,0.3049,0.3415,0.3293,0.3415
Rprec_mult_1.60       ,84_1,0.359,0.359,0.359,0.359,0.359,0.359
Rprec_mult_1.60       ,84_2,0.2,0.26,0.32,0.34,0.28,0.3
Rprec_mult_1.60       ,84_3,0.1613,0.1613,0.2903,0.2258,0.2258,0.1613
Rprec_mult_1.60       ,84_4,0.1333,0.1333,0.1333,0.1333,0.0667,0.1333
Rprec_mult_1.60       ,84_5,0.0667,0.2,0.0667,0.0667,0,0
Rprec_mult_1.60       ,84_6,0.0476,0.0952,0.119,0.1429,0.0238,0.0476
Rprec_mult_1.60       ,85_1,0.4783,0.4203,0.4783,0.4783,0.4783,0.4783
Rprec_mult_1.60       ,85_2,0.3636,0.3636,0.3182,0.3182,0.3636,0.3788
Rprec_mult_1.60       ,85_3,0.2787,0.4918,0.4426,0.4262,0.4262,0.4426
Rprec_mult_1.60       ,85_4,0,0.3188,0.2899,0.3043,0.2029,0.3043
Rprec_mult_1.60       ,85_5,0.3125,0.3281,0.2969,0.2031,0,0.25
Rprec_mult_1.60       ,85_6,0.1915,0.2979,0.3191,0.3404,0.234,0.3404
Rprec_mult_1.60       ,85_7,0,0.3115,0.2623,0.3279,0.2623,0.2951
Rprec_mult_1.60       ,85_8,0,0.3125,0.2708,0.3125,0.125,0.3125
Rprec_mult_1.60       ,85_9,0,0.1923,0.3462,0.2692,0,0.2692
Rprec_mult_1.60       ,86_1,0.368,0.368,0.368,0.368,0.368,0.368
Rprec_mult_1.60       ,86_2,0,0.2,0,0,0,0
Rprec_mult_1.60       ,86_3,0.2564,0.2564,0.2308,0.2308,0.1795,0.2308
Rprec_mult_1.60       ,86_4,0.1176,0.2353,0.2647,0.1765,0.2059,0.2059
Rprec_mult_1.60       ,86_5,0.0862,0.1207,0.2414,0.2414,0.2586,0.2759
Rprec_mult_1.60       ,86_6,0,0,0,0.1538,0,0
Rprec_mult_1.60       ,86_7,0.1892,0.2162,0.1892,0.2432,0,0.1622
Rprec_mult_1.60       ,87_1,0.3659,0.3659,0.3659,0.3659,0.3659,0.3659
Rprec_mult_1.60       ,87_2,0.3571,0.2857,0.3214,0.25,0.2857,0.25
Rprec_mult_1.60       ,87_3,0.4615,0.4615,0.4615,0.3846,0.3077,0.3846
Rprec_mult_1.60       ,87_4,0.4225,0.4225,0.4225,0.338,0.3239,0.338
Rprec_mult_1.60       ,87_5,0.3333,0.3333,0.2778,0.2778,0.0556,0.2778
Rprec_mult_1.60       ,87_7,0.2708,0.2917,0.2917,0.3125,0.3125,0.2083
Rprec_mult_1.60       ,87_8,0.0882,0.2941,0.0588,0.0882,0,0.0882
Rprec_mult_1.60       ,87_9,0.2188,0.25,0.25,0.2812,0.2188,0.25
Rprec_mult_1.60       ,88_1,0.1458,0.1458,0.1458,0.1458,0.1458,0.1458
Rprec_mult_1.60       ,88_10,0.1429,0.1327,0.2857,0.2959,0.2143,0.2041
Rprec_mult_1.60       ,88_2,0.3485,0.3333,0.3333,0.3333,0.2424,0.3333
Rprec_mult_1.60       ,88_3,0.1964,0.2083,0.1905,0.131,0.1488,0.1845
Rprec_mult_1.60       ,88_4,0.0328,0.1475,0,0,0,0
Rprec_mult_1.60       ,88_5,0.1849,0.1849,0.2017,0.1765,0.1597,0.1681
Rprec_mult_1.60       ,88_6,0.2609,0.1739,0.087,0.087,0.2609,0.1304
Rprec_mult_1.60       ,88_7,0.12,0.26,0.24,0.24,0.22,0.2
Rprec_mult_1.60       ,88_8,0.3415,0.4146,0.3659,0.3902,0.3415,0.3659
Rprec_mult_1.60       ,88_9,0,0.0667,0,0,0,0.0667
Rprec_mult_1.60       ,89_1,0.2752,0.2752,0.2752,0.2752,0.2752,0.2752
Rprec_mult_1.60       ,89_10,0,0.2721,0.2353,0.2059,0.1691,0.2353
Rprec_mult_1.60       ,89_11,0.197,0.1212,0.2121,0,0.197,0.0606
Rprec_mult_1.60       ,89_2,0.1034,0.1034,0.0345,0.069,0.2069,0.069
Rprec_mult_1.60       ,89_3,0.1587,0.3333,0.3651,0.3651,0.3333,0.3333
Rprec_mult_1.60       ,89_4,0.6,0.6,0.6,0.6,0.5778,0.6
Rprec_mult_1.60       ,89_5,0.3929,0.3929,0.4107,0.4107,0.3571,0.3929
Rprec_mult_1.60       ,89_6,0,0.2308,0,0,0,0
Rprec_mult_1.60       ,89_7,0.3786,0.3786,0.3107,0.3495,0.3689,0.3786
Rprec_mult_1.60       ,89_8,0.2381,0.2381,0.1905,0.2381,0.0476,0.3333
Rprec_mult_1.60       ,89_9,0.2785,0.2532,0.2785,0.2278,0.2152,0.2405
Rprec_mult_1.60       ,90_1,0.3077,0.3077,0.3077,0.3077,0.3077,0.3077
Rprec_mult_1.60       ,90_2,0.0769,0.3077,0.1538,0.4615,0.3077,0.3077
Rprec_mult_1.60       ,90_3,0,0.125,0.125,0.1875,0,0.125
Rprec_mult_1.60       ,90_4,0,0.3333,0.0667,0.2667,0,0.2
Rprec_mult_1.60       ,90_5,0.2174,0.2174,0.2174,0.1739,0.1739,0.1739
Rprec_mult_1.60       ,90_6,0.15,0.15,0.1,0.2,0.15,0.15
Rprec_mult_1.60       ,90_7,0,0.2619,0.1667,0,0,0
Rprec_mult_1.60       ,90_8,0,0.4667,0.4667,0.4667,0.1333,0.2667
Rprec_mult_1.60       ,91_1,0.3099,0.4085,0.3099,0.3099,0.3099,0.3099
Rprec_mult_1.60       ,91_2,0.0769,0.2308,0.1538,0.2308,0.2308,0.2308
Rprec_mult_1.60       ,91_3,0,0.3404,0,0,0.0426,0
Rprec_mult_1.60       ,91_4,0.2857,0,0.2857,0.4286,0.2857,0.2857
Rprec_mult_1.60       ,91_5,0,0,0,0,0,0
Rprec_mult_1.60       ,91_6,0.3889,0.3889,0,0,0.3889,0.3194
Rprec_mult_1.60       ,91_7,0,0.175,0.1,0.1,0.1,0.125
Rprec_mult_1.60       ,91_8,0.1071,0.25,0.4643,0.2143,0.1429,0.25
Rprec_mult_1.60       ,92_1,0,0,0,0,0,0
Rprec_mult_1.60       ,92_2,0.1803,0.2623,0.2787,0.1803,0.0328,0.2787
Rprec_mult_1.60       ,92_3,0.1875,0.2188,0.1719,0.0781,0.0938,0.1094
Rprec_mult_1.60       ,92_4,0.0278,0.213,0.1852,0.1296,0.0185,0.1574
Rprec_mult_1.60       ,92_5,0.1552,0.1034,0.1379,0.0862,0.1034,0.1379
Rprec_mult_1.60       ,92_6,0.1875,0.2321,0.1696,0.1786,0.0268,0.1786
Rprec_mult_1.60       ,92_7,0.0645,0.0968,0.0968,0.0968,0.0968,0.0968
Rprec_mult_1.60       ,93_1,0.15,0.15,0.15,0.15,0.15,0.15
Rprec_mult_1.60       ,93_2,0.1429,0.0952,0.1905,0.2381,0.2381,0.2381
Rprec_mult_1.60       ,93_3,0.1429,0.1429,0.2857,0.2857,0,0
Rprec_mult_1.60       ,93_4,0,0,0,0,0.0667,0
Rprec_mult_1.60       ,93_5,0.1304,0,0.087,0.087,0.1304,0.087
Rprec_mult_1.60       ,93_6,0,0,0,0.25,0.125,0.25
Rprec_mult_1.60       ,94_1,0.4364,0.4364,0.4364,0.4364,0.4364,0.4364
Rprec_mult_1.60       ,94_2,0.087,0.2609,0.2609,0.2174,0.1739,0.2174
Rprec_mult_1.60       ,94_3,0.125,0.125,0.1875,0.1875,0.125,0.125
Rprec_mult_1.60       ,94_4,0.0667,0.0667,0,0.0667,0.0667,0
Rprec_mult_1.60       ,94_5,0.2069,0.2586,0.1034,0.1379,0.1379,0.1552
Rprec_mult_1.60       ,94_6,0.2241,0.1897,0.0517,0.1379,0.0862,0.1207
Rprec_mult_1.60       ,94_7,0.125,0.1875,0.25,0.25,0,0.1875
Rprec_mult_1.60       ,94_8,0.1923,0.3846,0.2692,0.1154,0.2308,0.1154
Rprec_mult_1.60       ,95_1,0.16,0.16,0.16,0.16,0.16,0.16
Rprec_mult_1.60       ,95_2,0.0946,0.1757,0.1351,0.0135,0.1486,0.0946
Rprec_mult_1.60       ,95_3,0.0667,0.1333,0.1111,0.1111,0.0889,0.1111
Rprec_mult_1.60       ,95_4,0.2152,0.2152,0.1519,0.1899,0.0759,0.1392
Rprec_mult_1.60       ,95_5,0.1964,0.2619,0.2024,0.1786,0.2679,0.1786
Rprec_mult_1.60       ,95_6,0.4483,0.4483,0.4368,0.4023,0.1034,0.4253
Rprec_mult_1.60       ,95_7,0.3333,0.3333,0.3333,0.2464,0.3478,0.2899
Rprec_mult_1.60       ,95_8,0.2308,0.2308,0.2308,0.2308,0.2115,0.2308
Rprec_mult_1.60       ,96_1,0.25,0.25,0.25,0.25,0.25,0.25
Rprec_mult_1.60       ,96_3,0.1429,0.1429,0.1429,0.1429,0.1429,0.1429
Rprec_mult_1.60       ,96_4,0.4219,0.4219,0.3906,0.3906,0.4375,0.4062
Rprec_mult_1.60       ,96_5,0.1,0,0.1,0.1,0,0.1
Rprec_mult_1.60       ,96_6,0.2308,0.2308,0.2692,0.1154,0.2692,0.2308
Rprec_mult_1.60       ,96_7,0.25,0.2589,0.2768,0.2589,0.2411,0.2411
Rprec_mult_1.60       ,96_8,0.2821,0.2821,0.2821,0.1538,0.2564,0.1538
Rprec_mult_1.60       ,97_1,0.1824,0.1622,0.1824,0.1824,0.1824,0.1824
Rprec_mult_1.60       ,97_2,0.3596,0.3684,0.3333,0.3333,0.3333,0.3421
Rprec_mult_1.60       ,97_3,0.125,0.175,0.25,0.15,0.175,0.125
Rprec_mult_1.60       ,97_4,0.1429,0.1429,0.1429,0.1429,0.1429,0.1429
Rprec_mult_1.60       ,97_5,0.0476,0.1905,0.1429,0.1429,0.1429,0.1429
Rprec_mult_1.60       ,97_6,0.0676,0.1757,0.2297,0.0405,0.0405,0.0405
Rprec_mult_1.60       ,97_7,0,0.1875,0.125,0.1875,0.375,0.1875
Rprec_mult_1.60       ,97_8,0.0139,0.2569,0.1736,0.1181,0,0.1458
Rprec_mult_1.60       ,98_1,0.2,0.2,0.2,0.2,0.2,0.2
Rprec_mult_1.60       ,98_2,0.0476,0.4048,0.1905,0.381,0.3095,0.2619
Rprec_mult_1.60       ,98_3,0,0.1333,0.1333,0.1333,0.1333,0.2667
Rprec_mult_1.60       ,98_4,0,0.0952,0.0476,0.0952,0.0476,0
Rprec_mult_1.60       ,98_5,0.1746,0.1429,0.0635,0.1905,0.1429,0.0635
Rprec_mult_1.60       ,98_6,0.2679,0.2619,0.2321,0.2619,0.1488,0.2619
Rprec_mult_1.60       ,98_7,0.1111,0.0972,0.0694,0.0694,0.1667,0.0417
Rprec_mult_1.60       ,98_8,0.4286,0.4286,0.2857,0.0357,0.2857,0.0357
Rprec_mult_1.60       ,99_1,0.2692,0.2692,0.2692,0.2692,0.2692,0.2692
Rprec_mult_1.60       ,99_2,0.125,0,0,0,0,0
Rprec_mult_1.60       ,99_3,0.0141,0.1408,0.0423,0,0.0141,0.0563
Rprec_mult_1.60       ,99_4,0.1328,0.1406,0.0781,0.1328,0.0234,0.0703
Rprec_mult_1.60       ,99_5,0,0.2128,0.2128,0.2128,0.0426,0.1915
Rprec_mult_1.60       ,99_6,0.0941,0.2,0.1529,0.0588,0.1059,0.1294
Rprec_mult_1.60       ,99_7,0.0127,0.1519,0.0633,0.2152,0.1899,0.2152
Rprec_mult_1.60       ,99_8,0.1667,0.25,0.1875,0.25,0.2083,0.25
Rprec_mult_1.60       ,all,0.1679,0.2331,0.2061,0.2044,0.1622,0.1983
Rprec_mult_1.80       ,100_1,0.254,0.254,0.254,0.254,0.254,0.254
Rprec_mult_1.80       ,100_2,0.3333,0.3229,0.2604,0.3021,0.3021,0.3125
Rprec_mult_1.80       ,100_3,0,0.3571,0.0476,0.2857,0.2619,0.3333
Rprec_mult_1.80       ,100_4,0.2376,0.2475,0.1634,0.2327,0.0297,0.0842
Rprec_mult_1.80       ,100_5,0,0.0543,0.1413,0.0761,0,0.1522
Rprec_mult_1.80       ,100_6,0.234,0.234,0.3475,0.3617,0.4255,0.3901
Rprec_mult_1.80       ,100_7,0.4306,0.0139,0.0417,0.0139,0,0.125
Rprec_mult_1.80       ,100_8,0.2222,0.1111,0.1111,0.1111,0.1111,0
Rprec_mult_1.80       ,101_1,0,0,0,0,0,0
Rprec_mult_1.80       ,101_10,0,0.4468,0.383,0.4255,0.3617,0.4043
Rprec_mult_1.80       ,101_2,0.2574,0.2574,0.2574,0.297,0.1683,0.297
Rprec_mult_1.80       ,101_3,0.374,0.374,0.3984,0.3821,0.374,0.3984
Rprec_mult_1.80       ,101_4,0.2233,0.4078,0.2233,0.1068,0.1553,0.165
Rprec_mult_1.80       ,101_5,0.2041,0.2449,0.1429,0.1837,0.2449,0.2245
Rprec_mult_1.80       ,101_6,0.3667,0.3667,0.3667,0.2,0,0.0833
Rprec_mult_1.80       ,101_7,0,0.381,0.2857,0.2619,0.2143,0.2619
Rprec_mult_1.80       ,101_8,0,0.4118,0,0.2353,0,0.4118
Rprec_mult_1.80       ,101_9,0,0.1,0.3,0.35,0,0.3
Rprec_mult_1.80       ,102_1,0.2755,0.2449,0.2755,0.2755,0.2755,0.2755
Rprec_mult_1.80       ,102_2,0.125,0.15,0.025,0.075,0.075,0.075
Rprec_mult_1.80       ,102_3,0.4444,0.4444,0.4074,0.4074,0.4074,0.4074
Rprec_mult_1.80       ,102_4,0.1569,0.1569,0.1569,0.1765,0.1176,0.1765
Rprec_mult_1.80       ,102_5,0.1429,0.0571,0.1143,0.0857,0.2,0.0571
Rprec_mult_1.80       ,102_6,0.1905,0.1905,0.1905,0.1905,0.0714,0.0952
Rprec_mult_1.80       ,102_7,0.087,0.1449,0.2319,0.1449,0.1304,0.3623
Rprec_mult_1.80       ,102_8,0.0784,0.0784,0.0196,0.0392,0.0588,0.0196
Rprec_mult_1.80       ,102_9,0.0392,0.098,0,0,0,0
Rprec_mult_1.80       ,103_1,0.129,0.129,0.129,0.129,0.129,0.129
Rprec_mult_1.80       ,103_10,0.0392,0.1373,0.098,0.0392,0,0.1176
Rprec_mult_1.80       ,103_2,0.2745,0.3333,0.3137,0.2353,0.0784,0.2745
Rprec_mult_1.80       ,103_3,0.0238,0.0952,0.0714,0.0952,0.0238,0.0714
Rprec_mult_1.80       ,103_4,0.0286,0.2286,0.2286,0.2857,0,0.2286
Rprec_mult_1.80       ,103_5,0.0345,0.2414,0.2414,0.3448,0.1034,0.3448
Rprec_mult_1.80       ,103_6,0.0319,0.1064,0.0745,0.1383,0.0106,0.0957
Rprec_mult_1.80       ,103_8,0,0.0909,0.1818,0.0909,0.0909,0.0909
Rprec_mult_1.80       ,103_9,0,0.101,0.0909,0.2222,0,0.1111
Rprec_mult_1.80       ,104_1,0.233,0.233,0.233,0.233,0.233,0.233
Rprec_mult_1.80       ,104_10,0,0,0.1111,0,0,0
Rprec_mult_1.80       ,104_12,0.0286,0.0571,0.0571,0.0857,0,0.0571
Rprec_mult_1.80       ,104_13,0.0308,0.1692,0.0615,0.0769,0.0615,0.0615
Rprec_mult_1.80       ,104_3,0.125,0.125,0.1667,0.125,0.125,0.0833
Rprec_mult_1.80       ,104_4,0,0.375,0.25,0.25,0,0.25
Rprec_mult_1.80       ,104_6,0.0769,0.3846,0.0769,0.0769,0,0
Rprec_mult_1.80       ,104_7,0.1579,0.4211,0.3947,0.4211,0.1579,0.3947
Rprec_mult_1.80       ,104_8,0,0.0588,0.1176,0.1176,0.0588,0.1176
Rprec_mult_1.80       ,104_9,0.3478,0.3623,0.2029,0.3043,0.3478,0.1594
Rprec_mult_1.80       ,105_1,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667
Rprec_mult_1.80       ,105_2,0.0278,0.3333,0.0648,0.0093,0,0.0463
Rprec_mult_1.80       ,105_3,0,0.1667,0.1667,0.1111,0,0.1111
Rprec_mult_1.80       ,105_4,0,0.1429,0.2653,0.1735,0,0
Rprec_mult_1.80       ,105_5,0.3333,0.3333,0.3333,0.25,0.3333,0.2083
Rprec_mult_1.80       ,105_6,0.1224,0.1224,0.1633,0.1837,0.1633,0.1429
Rprec_mult_1.80       ,105_7,0.2222,0.3889,0.3889,0.4444,0.4444,0.4444
Rprec_mult_1.80       ,105_8,0,0,0,0,0,0
Rprec_mult_1.80       ,105_9,0.1364,0.2727,0.3182,0.2727,0.3182,0.2727
Rprec_mult_1.80       ,81_1,0.2716,0.2716,0.2716,0.2716,0.2716,0.2716
Rprec_mult_1.80       ,81_2,0.2584,0.2921,0.3146,0.2809,0.3146,0.3146
Rprec_mult_1.80       ,81_3,0.1852,0.3148,0.3519,0.0741,0.0185,0.2222
Rprec_mult_1.80       ,81_4,0.3143,0.3143,0.3143,0.3143,0,0.3429
Rprec_mult_1.80       ,81_5,0.3538,0.3538,0.2615,0.2,0.2615,0.2
Rprec_mult_1.80       ,81_6,0.1818,0.1818,0.1515,0.1818,0.1515,0.1515
Rprec_mult_1.80       ,81_7,0,0,0,0,0,0
Rprec_mult_1.80       ,81_8,0.0526,0.1053,0,0,0,0
Rprec_mult_1.80       ,82_1,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628
Rprec_mult_1.80       ,82_10,0,0,0.1538,0,0,0
Rprec_mult_1.80       ,82_2,0.1875,0.1875,0.1375,0.15,0.15,0.15
Rprec_mult_1.80       ,82_3,0.0857,0.0857,0.0857,0.1143,0.1143,0.0857
Rprec_mult_1.80       ,82_4,0.375,0.4028,0.2917,0.3333,0.3472,0.3333
Rprec_mult_1.80       ,82_5,0.1136,0.2955,0.25,0.2727,0.0909,0.1591
Rprec_mult_1.80       ,82_6,0.1111,0.2778,0.2222,0.2778,0.0556,0.2778
Rprec_mult_1.80       ,82_7,0.2537,0.209,0.194,0.1194,0.1194,0.1642
Rprec_mult_1.80       ,82_8,0.15,0.35,0.05,0.225,0.2,0.125
Rprec_mult_1.80       ,82_9,0.0222,0.2222,0.2444,0.3333,0.2,0.3111
Rprec_mult_1.80       ,83_1,0.1339,0.1339,0.1339,0.1339,0.1339,0.1339
Rprec_mult_1.80       ,83_2,0.0423,0.1972,0.1972,0.1408,0.0704,0.1408
Rprec_mult_1.80       ,83_3,0.3678,0.3678,0.3678,0.2069,0.3678,0.2874
Rprec_mult_1.80       ,83_4,0.2391,0.25,0.0326,0.0761,0.163,0.087
Rprec_mult_1.80       ,83_5,0.2346,0.1852,0.2099,0.2346,0.0123,0.2099
Rprec_mult_1.80       ,83_6,0.0816,0.2245,0.0204,0.0612,0.0408,0.0408
Rprec_mult_1.80       ,83_7,0.3761,0.1709,0.4103,0.4444,0.1538,0.4274
Rprec_mult_1.80       ,83_8,0.2826,0.2717,0.2826,0.3043,0.3261,0.3043
Rprec_mult_1.80       ,84_1,0.3182,0.3182,0.3182,0.3182,0.3182,0.3182
Rprec_mult_1.80       ,84_2,0.1786,0.25,0.2857,0.3393,0.2679,0.2679
Rprec_mult_1.80       ,84_3,0.1429,0.1429,0.2571,0.2286,0.2,0.1714
Rprec_mult_1.80       ,84_4,0.1176,0.1176,0.1176,0.1176,0.0588,0.1176
Rprec_mult_1.80       ,84_5,0.0588,0.1765,0.0588,0.0588,0,0
Rprec_mult_1.80       ,84_6,0.0638,0.0851,0.1064,0.1277,0.0213,0.0638
Rprec_mult_1.80       ,85_1,0.4744,0.4231,0.4744,0.4744,0.4744,0.4744
Rprec_mult_1.80       ,85_2,0.3378,0.3378,0.2838,0.2973,0.3378,0.3514
Rprec_mult_1.80       ,85_3,0.2464,0.4783,0.3913,0.3913,0.3913,0.4493
Rprec_mult_1.80       ,85_4,0,0.2949,0.2821,0.2821,0.1923,0.2821
Rprec_mult_1.80       ,85_5,0.2917,0.2917,0.2917,0.1806,0,0.2361
Rprec_mult_1.80       ,85_6,0.1698,0.3019,0.283,0.3208,0.2075,0.3019
Rprec_mult_1.80       ,85_7,0,0.3043,0.2319,0.3043,0.2319,0.2754
Rprec_mult_1.80       ,85_8,0,0.3148,0.2778,0.2778,0.1296,0.2963
Rprec_mult_1.80       ,85_9,0,0.1724,0.3103,0.2414,0,0.2414
Rprec_mult_1.80       ,86_1,0.3546,0.3546,0.3546,0.3546,0.3546,0.3546
Rprec_mult_1.80       ,86_2,0,0.1667,0,0,0,0
Rprec_mult_1.80       ,86_3,0.2273,0.2273,0.2273,0.2273,0.1591,0.25
Rprec_mult_1.80       ,86_4,0.1053,0.2105,0.2632,0.1842,0.1842,0.2105
Rprec_mult_1.80       ,86_5,0.0923,0.1077,0.2154,0.2154,0.2615,0.2462
Rprec_mult_1.80       ,86_6,0.0345,0.0345,0,0.1379,0,0
Rprec_mult_1.80       ,86_7,0.1667,0.1905,0.1905,0.2143,0,0.1429
Rprec_mult_1.80       ,87_1,0.3478,0.3478,0.3478,0.3478,0.3478,0.3478
Rprec_mult_1.80       ,87_2,0.3226,0.3226,0.2903,0.2258,0.2581,0.2258
Rprec_mult_1.80       ,87_3,0.4,0.4,0.4,0.3333,0.3333,0.3333
Rprec_mult_1.80       ,87_4,0.3875,0.3875,0.3875,0.3375,0.3,0.3375
Rprec_mult_1.80       ,87_5,0.3,0.35,0.3,0.25,0.05,0.3
Rprec_mult_1.80       ,87_7,0.2593,0.2778,0.2778,0.2778,0.2778,0.1852
Rprec_mult_1.80       ,87_8,0.0789,0.2632,0.0789,0.1053,0,0.0789
Rprec_mult_1.80       ,87_9,0.2222,0.2222,0.2778,0.25,0.25,0.25
Rprec_mult_1.80       ,88_1,0.1481,0.1481,0.1481,0.1481,0.1481,0.1481
Rprec_mult_1.80       ,88_10,0.1273,0.1273,0.2636,0.2818,0.2,0.1818
Rprec_mult_1.80       ,88_2,0.3243,0.2973,0.2973,0.2973,0.2162,0.2973
Rprec_mult_1.80       ,88_3,0.1799,0.1905,0.1799,0.1217,0.1376,0.1693
Rprec_mult_1.80       ,88_4,0.029,0.1304,0,0,0,0
Rprec_mult_1.80       ,88_5,0.1866,0.1866,0.2015,0.1716,0.1567,0.1642
Rprec_mult_1.80       ,88_6,0.2308,0.1538,0.0769,0.1154,0.2308,0.1154
Rprec_mult_1.80       ,88_7,0.1071,0.25,0.2143,0.2321,0.1964,0.1964
Rprec_mult_1.80       ,88_8,0.3043,0.4022,0.337,0.3478,0.3043,0.337
Rprec_mult_1.80       ,88_9,0,0.0588,0,0,0,0.0588
Rprec_mult_1.80       ,89_1,0.2619,0.2619,0.2619,0.2619,0.2619,0.2619
Rprec_mult_1.80       ,89_10,0,0.2418,0.2222,0.1961,0.1569,0.2157
Rprec_mult_1.80       ,89_11,0.1757,0.1216,0.2162,0,0.1757,0.0541
Rprec_mult_1.80       ,89_2,0.0909,0.0909,0.0303,0.0606,0.2121,0.0606
Rprec_mult_1.80       ,89_3,0.1549,0.3099,0.338,0.338,0.3099,0.3099
Rprec_mult_1.80       ,89_4,0.5294,0.5294,0.5294,0.5294,0.5098,0.5294
Rprec_mult_1.80       ,89_5,0.3651,0.3651,0.3651,0.381,0.3492,0.3492
Rprec_mult_1.80       ,89_6,0,0.2,0,0,0,0
Rprec_mult_1.80       ,89_7,0.3448,0.3448,0.2845,0.3276,0.3276,0.3534
Rprec_mult_1.80       ,89_8,0.2083,0.2083,0.2083,0.2083,0.0833,0.2917
Rprec_mult_1.80       ,89_9,0.2584,0.2472,0.2472,0.2022,0.2022,0.2135
Rprec_mult_1.80       ,90_1,0.3103,0.3103,0.3103,0.3103,0.3103,0.3103
Rprec_mult_1.80       ,90_2,0.0667,0.3333,0.1333,0.4667,0.2667,0.3333
Rprec_mult_1.80       ,90_3,0,0.1111,0.1111,0.1667,0,0.1111
Rprec_mult_1.80       ,90_4,0,0.2941,0.0588,0.2353,0,0.2353
Rprec_mult_1.80       ,90_5,0.1923,0.2308,0.1923,0.1538,0.1538,0.1538
Rprec_mult_1.80       ,90_6,0.1364,0.1364,0.1364,0.2273,0.1364,0.1364
Rprec_mult_1.80       ,90_7,0,0.2553,0.1702,0,0,0
Rprec_mult_1.80       ,90_8,0,0.4118,0.4118,0.4118,0.1176,0.2353
Rprec_mult_1.80       ,91_1,0.3,0.3875,0.3,0.3,0.3,0.3
Rprec_mult_1.80       ,91_2,0.069,0.2414,0.1724,0.2069,0.2414,0.2069
Rprec_mult_1.80       ,91_3,0,0.3396,0,0,0.0377,0
Rprec_mult_1.80       ,91_4,0.25,0,0.25,0.375,0.25,0.375
Rprec_mult_1.80       ,91_5,0,0,0,0,0,0
Rprec_mult_1.80       ,91_6,0.358,0.358,0.0123,0,0.3457,0.3086
Rprec_mult_1.80       ,91_7,0,0.1556,0.0889,0.1111,0.0889,0.1111
Rprec_mult_1.80       ,91_8,0.0968,0.2258,0.4516,0.1935,0.1613,0.2258
Rprec_mult_1.80       ,92_1,0,0,0,0,0,0
Rprec_mult_1.80       ,92_2,0.1594,0.2464,0.2609,0.1884,0.029,0.2609
Rprec_mult_1.80       ,92_3,0.1806,0.1944,0.1667,0.0694,0.0972,0.0972
Rprec_mult_1.80       ,92_4,0.0248,0.1901,0.1736,0.1322,0.0248,0.1488
Rprec_mult_1.80       ,92_5,0.1692,0.0923,0.1231,0.0923,0.1077,0.1385
Rprec_mult_1.80       ,92_6,0.1746,0.2222,0.1508,0.1587,0.0238,0.1667
Rprec_mult_1.80       ,92_7,0.0571,0.0857,0.0857,0.0857,0.0857,0.0857
Rprec_mult_1.80       ,93_1,0.1364,0.1364,0.1364,0.1364,0.1364,0.1364
Rprec_mult_1.80       ,93_2,0.125,0.0833,0.1667,0.2083,0.25,0.2083
Rprec_mult_1.80       ,93_3,0.125,0.125,0.25,0.25,0,0
Rprec_mult_1.80       ,93_4,0,0,0,0,0.0588,0
Rprec_mult_1.80       ,93_5,0.1154,0,0.0769,0.0769,0.1154,0.0769
Rprec_mult_1.80       ,93_6,0,0,0.1111,0.2222,0.1111,0.2222
Rprec_mult_1.80       ,94_1,0.3871,0.3871,0.3871,0.3871,0.3871,0.3871
Rprec_mult_1.80       ,94_2,0.0769,0.2308,0.2308,0.1923,0.1923,0.1923
Rprec_mult_1.80       ,94_3,0.1111,0.1667,0.1667,0.2222,0.1111,0.1111
Rprec_mult_1.80       ,94_4,0.0588,0.0588,0,0.0588,0.0588,0
Rprec_mult_1.80       ,94_5,0.1846,0.2308,0.1077,0.1231,0.1231,0.1538
Rprec_mult_1.80       ,94_6,0.2,0.2,0.0615,0.1385,0.0923,0.1077
Rprec_mult_1.80       ,94_7,0.1111,0.2222,0.2222,0.2222,0,0.1667
Rprec_mult_1.80       ,94_8,0.1724,0.3448,0.2414,0.1034,0.2069,0.1034
